Name,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Jetro Willems,28, D(L),DMC,M(L),20(4),1,-,0.5,0.5,0.6,0.5,-,0.5,1.1,6.36,1612
Sven Michel,31, AM(L),FW,,2(11),3,1,0.7,0.4,0.1,0.3,0.2,0.7,1.3,6.35,330
Kevin Behrens,31, FW,,,2(22),2,2,0.7,0.3,0.2,0.2,-,0.3,0.8,6.35,480
Patrick Osterhage,22, M(C),,,6(6),-,1,0.3,0.3,0.5,0.6,-,1.1,1.3,6.34,574
András Schäfer,23, M(C),,,1(7),1,1,0.9,0.5,0.5,0.3,-,0.1,0.6,6.34,233
Dominique Heintz,28, D(CL),,,0(1),-,-,-,-,-,-,-,-,-,6.34,28
Marcus Ingvartsen,26, AM(CR),FW,,2,-,-,0.5,-,1,0.5,-,0.5,2,6.34,124
Márton Dárdai,20, D(C),,,9(3),-,1,0.3,0.2,0.3,0.5,-,0.3,0.4,6.34,759
Davie Selke,27, FW,,,10(15),4,-,1,0.3,0.1,0.8,0.2,0.5,0.9,6.34,997
Bryan Lasme,23, FW,,,7(16),2,-,0.6,0.3,0.5,0.5,0.4,0.7,1.8,6.33,869
Havard Nielsen,28, AM(CL),FW,,14(12),2,-,1.1,0.2,0.6,0.9,0.4,0.7,1.9,6.33,1371
Marwin Hitz,34, GK,,,4(1),-,-,-,-,-,-,-,-,-,6.33,405
Jannes Horn,25, D(CL),M(L),,3(8),-,-,0.3,0.5,0.4,0.7,-,0.2,0.5,6.33,474
Keven Schlotterbeck,25, D(C),,,3(9),-,-,0.1,0.1,-,0.2,-,0.1,0.1,6.33,311
Janni Serra,24, FW,,,15(11),3,2,0.9,0.5,0.2,0.5,0.2,1,1.9,6.33,1125
Jens Petter Hauge Eintracht,22, AM(CLR),,,9(17),2,2,0.7,0.5,1,0.4,-,0.9,1.3,6.33,1031
Kevin Vogt,30, D(CR),M(C),,29(1),-,2,0.1,0.2,0.1,0.6,-,0.1,0.4,6.33,2570
Marco John,20, M(L),,,0(2),-,-,-,-,0.5,-,-,-,-,6.33,40
Gonçalo Paciência Eintracht,27, FW,,,4(14),3,-,1.6,0.3,0.7,0.7,0.2,0.8,1,6.31,505
Danny da Costa Eintracht,28, D(R),M(R),,7(4),-,-,0.2,0.2,0.5,0.2,-,0.2,1,6.31,724
Christoph Kramer,31, DMC,,,7(11),-,-,0.2,0.2,0.5,0.3,-,0.6,0.7,6.31,742
Tobias Raschl,22, M(C),,,7(3),-,1,0.5,0.2,0.9,0.8,0.1,1.3,1.9,6.3,598
Kevin Stöger,28, M(CL),,,1(22),1,1,0.7,0.6,0.3,0.4,-,0.2,0.5,6.3,403
Cedric Itten,25, FW,,,7(5),2,-,1.3,0.3,0.2,0.5,0.3,1.1,2.2,6.3,634
Janik Haberer,28, M(CLR),FW,,7(19),3,-,0.5,-,0.1,0.4,-,0.2,0.5,6.3,806
Ermedin Demirovic,24, FW,,,9(22),2,3,0.8,0.3,0.3,0.2,0.4,0.5,1,6.3,862
Wahidullah Faghir,18, Forward,,,0(6),1,-,0.8,-,0.8,0.5,0.3,0.2,0.7,6.3,120
Linus Gechter,18, D(C),,,6(7),1,-,0.4,0.3,0.1,-,-,0.1,0.6,6.3,713
Malik Tillman,20, Forward,,,1(3),-,-,0.3,0.8,-,0.3,-,0.5,1.5,6.3,103
Mijat Gacinovic,27, M(CLR),,,1(3),-,-,0.3,-,0.8,0.3,-,0.5,0.5,6.3,108
Raphael Framberger,26, D(R),M(R),,9(14),-,-,-,0.5,0.3,0.3,-,0.1,0.6,6.29,840
Daley Sinkgraven,26, D(L),M(CL),,3(9),-,-,0.1,0.2,0.4,0.3,-,0.4,0.4,6.29,346
Louis Schaub,27, AM(CR),,,6(22),1,2,0.5,0.4,0.7,0.3,0.1,0.5,0.7,6.29,640
Fredrik Jensen,24, AM(C),FW,,2(10),-,1,0.5,0.5,0.2,0.3,-,0.1,0.5,6.29,410
Daniel Didavi,32, AM(CR),FW,,2(8),-,1,0.7,0.6,0.5,0.7,0.2,0.6,0.9,6.29,272
Håvard Nordtveit,31, D(CR),DMC,,1(10),-,-,0.1,0.1,0.2,0.4,-,0.1,0.1,6.29,295
Andi Zeqiri,22, FW,,,11(11),2,1,1.4,0.5,0.4,0.7,0.5,0.9,1.9,6.29,1032
Krzysztof Piatek,26, FW,,,4(5),1,-,1.3,-,0.7,0.7,0.7,0.8,1.2,6.29,346
Almamy Touré Eintracht,26, D(CR),M(R),,5(5),-,-,0.6,-,0.2,0.2,0.1,0.6,0.9,6.28,509
Mateo Klimowicz,21, AM(C),FW,,7(8),-,1,0.7,0.3,0.7,0.6,0.1,0.5,1.1,6.28,602
Maximilian Bauer,22, D(C),,,18(8),-,-,0.2,-,-,0.4,-,0.1,0.2,6.28,1687
Jacob Bruun Larsen,23, AM(CL),,,9(16),4,1,0.7,0.6,0.4,0.1,0.2,0.2,0.9,6.28,804
Tanguy Coulibaly,21, M(CLR),FW,,11(10),-,1,0.6,0.4,1,0.7,0.3,0.7,2,6.27,1082
Felix Uduokhai,24, D(C),,,8(5),-,-,0.2,-,0.6,0.5,-,0.4,0.1,6.27,784
Deyovaisio Zeefuik,24, D(R),M(R),,6(5),-,-,-,0.4,0.2,0.7,0.1,0.5,0.5,6.27,563
Timothy Fosu-Mensah,24, D(CR),,,0(6),-,-,-,0.3,0.2,-,-,-,0.3,6.27,140
Gonzalo Castro,34, D(L),M(CR),,4(8),1,1,0.7,0.3,0.2,0.3,0.2,0.2,0.8,6.27,433
Niklas Tauer,21, Midfielder,,,6(5),-,-,0.2,-,0.2,0.4,-,-,0.5,6.27,487
Soma Novothny,27, Forward,,,0(6),1,-,0.5,-,-,0.3,-,-,0.3,6.27,75
Kevin-Prince Boateng,35, M(CLR),FW,,9(10),-,-,0.5,0.4,0.3,1.1,0.1,0.7,0.9,6.26,696
Christopher Antwi-Adjei,28, AM(CLR),,,11(13),1,1,1.1,0.3,0.5,1.1,0.4,0.8,2.1,6.26,1038
Jurgen Ekkelenkamp,22, AM(C),,,6(15),3,-,0.7,0.4,0.3,0.2,-,0.5,1.3,6.26,713
David Nemeth,21, Defender,,,2(4),-,-,-,-,0.2,0.2,-,0.2,0.5,6.26,309
Vincent Vermeij,27, FW,,,0(1),-,-,-,-,1,-,-,-,-,6.25,2
Robert Skov,26, D(L),M(LR),,3(9),-,1,1,0.8,0.2,0.4,-,0.1,0.6,6.25,362
Kingsley Schindler,28, D(R),M(R),FW,1(17),1,2,0.2,0.3,-,0.3,0.1,0.2,0.3,6.25,335
Nadiem Amiri,25, M(CLR),,,3(10),1,-,0.6,0.2,0.2,0.8,-,0.7,0.7,6.25,362
Sargis Adamyan,29, AM(CLR),FW,,2(11),1,-,0.2,0.3,0.5,0.6,0.3,0.4,0.9,6.25,324
Hwang Hee-Chan,26, AM(CLR),FW,,0(2),-,-,0.5,-,1,1,-,-,1,6.25,47
Tim Lemperle,20, Midfielder,,,0(13),2,-,0.5,0.5,0.3,0.2,-,0.4,0.3,6.24,137
Erik Thommy,27, M(CLR),,,1(10),-,-,0.9,0.8,0.4,0.5,0.2,0.2,0.6,6.24,267
Nikolas Nartey,22, M(CL),,,4(4),-,-,0.1,0.5,0.3,0.6,0.1,0.4,1.1,6.24,401
Andrey Lunev,30, GK,,,1,-,-,-,-,-,-,-,-,-,6.24,90
Lucas Copado,18, Forward,,,0(1),-,-,1,-,1,-,-,-,1,6.24,16
László Bénes,24, AM(C),,,2(11),-,-,0.5,0.4,0.1,0.7,-,0.1,0.5,6.24,239
Sam Lammers Eintracht,25, FW,,,5(10),1,-,0.8,0.1,0.5,0.1,0.1,0.4,1.7,6.24,515
Tomás Ostrák,22, Midfielder,,,0(5),-,1,0.4,0.4,0.4,-,-,0.6,0.4,6.24,26
Ádám Szalai,34, FW,,,2(10),1,-,0.8,0.3,0.3,0.3,0.4,0.6,1.3,6.24,255
Lukas Klünter,26, D(CR),M(R),,2(3),-,-,-,0.4,0.6,0.4,-,0.4,0.8,6.23,193
Noah Katterbach,21, D(L),,,0(1),-,-,-,-,1,1,-,-,-,6.23,16
Ricardo Pepi,19, FW,,,4(7),-,-,0.7,0.5,0.2,0.4,0.3,0.5,1.2,6.22,476
Myziane Maolida,23, AM(LR),FW,,9(5),1,1,1,0.3,0.9,0.4,0.2,1.3,1.4,6.22,780
Cimo Röcker,28, Defender,,,0(1),-,-,-,1,-,-,-,-,-,6.22,21
Sven Ulreich,33, GK,,,6,-,-,-,-,-,0.2,-,-,-,6.22,540
Carlos Gruezo,27, DMC,,,9(8),-,-,0.6,0.2,0.2,0.2,-,0.5,0.6,6.22,971
Hugo Novoa,19, Forward,,,1(7),1,-,0.3,0.3,0.1,0.5,0.1,0.5,1.4,6.21,130
Noah Sarenren Bazee,25, AM(R),,,1(13),1,-,0.5,0.1,0.2,0.2,-,0.3,0.9,6.21,230
Robin Hack,23, AM(CLR),FW,,13(17),-,2,1,0.6,0.9,0.7,0.1,1.2,1.9,6.21,1356
Enzo Millot,19, Midfielder,,,0(6),-,1,-,0.2,0.2,0.2,-,0.5,0.8,6.21,48
Gabriel Vidovic,18, Forward,,,0(3),-,-,-,0.7,1,-,-,0.7,0.3,6.2,33
George Bello,20, D(L),M(L),,3(7),-,-,0.3,0.2,0.9,0.6,0.1,0.4,1,6.2,427
Iker Bravo,17, Forward,,,0(1),-,-,-,-,-,-,-,-,1,6.2,11
Ragnar Ache Eintracht,23, FW,,,1(12),-,1,0.8,0.2,0.5,0.6,0.5,0.7,1.2,6.2,249
Levin Öztunali,26, M(CLR),,,5(13),-,-,0.4,0.3,0.2,0.4,0.2,0.5,1.3,6.2,564
Julian Baumgartlinger,34, DMC,,,1(5),-,-,-,-,-,-,-,-,-,6.19,84
Kiliann Sildillia,20, Defender,,,1(6),-,-,-,0.3,0.3,0.1,-,0.1,0.1,6.19,167
Marcel Sabitzer,28, M(CLR),FW,,0(2),-,-,1,-,0.5,-,-,1,-,6.19,47
Gian-Luca Waldschmidt,26, AM(CLR),FW,,9(5),1,-,1.2,0.4,0.4,0.6,-,0.9,1.7,6.19,719
Florian Krüger,23, AM(CLR),FW,,12(15),1,2,0.7,0.4,0.3,0.3,0.1,0.3,0.9,6.18,1112
Ansgar Knauff,20, M(R),,,0(5),-,-,0.2,0.2,0.8,0.2,0.2,-,1.2,6.18,110
Stefan Ilsanker Eintracht,33, D(CR),DMC,,3(9),-,-,0.3,-,-,0.1,0.1,0.1,0.2,6.18,261
Julian Eitschberger,18, Defender,,,1,-,-,-,-,-,2,-,-,-,6.18,46
Lennard Maloney,22, Defender,,,0(2),-,-,-,0.5,-,-,-,-,-,6.18,7
Jan Morávek,32, M(C),,,5(12),-,-,0.1,0.4,0.3,0.1,-,0.4,0.5,6.18,466
Daniel Brosinski,33, D(LR),M(LR),,4(7),-,-,0.1,0.7,-,0.3,-,0.2,0.5,6.17,386
Felix Nmecha,21, Midfielder,,,1(15),-,-,0.6,-,0.3,0.6,-,0.4,0.9,6.17,308
Dennis Jastrzembski,22, Forward,,,1(7),-,-,0.1,0.5,0.4,0.4,-,0.1,0.8,6.17,222
Brian Brobbey,20, FW,,,1(8),-,2,0.4,0.3,0.2,0.2,-,0.1,0.9,6.17,124
Keanan Bennetts,23, AM(R),,,0(4),-,-,0.3,-,0.8,-,-,-,0.8,6.17,47
Luca Wollschläger,19, Forward,,,0(2),-,-,0.5,0.5,-,-,-,0.5,-,6.16,14
Saulo Decarli,30, D(C),,,0(1),-,-,1,-,-,-,-,-,-,6.16,8
Sergio Córdova,24, FW,,,2(11),-,-,0.5,0.2,0.2,0.8,0.4,0.7,0.6,6.16,318
Fredrik Bjørkan,23, Defender,,,2(7),-,-,-,0.2,0.4,0.3,-,0.3,0.8,6.16,349
Anton Kade,18, Forward,,,0(4),-,-,0.3,-,0.3,0.5,-,-,0.5,6.15,74
Finn Dahmen,24, GK,,,2,-,-,-,-,-,-,-,-,-,6.15,180
Yannik Keitel,22, DMC,,,5(7),-,-,0.8,0.3,0.2,0.4,-,0.4,0.8,6.14,501
Baptiste Santamaría,27, DMC,,,0(1),-,-,-,-,-,-,-,-,-,6.14,20
Dickson Abiama,23, FW,,,5(19),-,1,0.8,0.3,0.3,0.5,0.6,0.4,1.2,6.14,715
Zidan Sertdemir,17, Midfielder,,,0(3),-,-,-,0.3,-,-,-,1,0.3,6.13,15
Julian Green,27, M(CL),FW,,12(12),-,-,0.8,0.4,0.3,1.6,-,0.2,0.8,6.13,1052
Burak Ince,18, Midfielder,,,1(4),-,-,0.8,0.2,0.6,0.8,0.2,0.6,0.4,6.13,138
Omer Faruk Beyaz,18, Midfielder,,,0(4),-,-,0.8,-,-,-,-,0.3,1.5,6.13,68
Justin Che,18, D(R),,,0(2),-,-,0.5,-,-,-,-,-,-,6.12,39
Youssoufa Moukoko,17, Forward,,,1(15),2,-,0.5,0.1,-,0.3,0.3,0.3,0.5,6.12,210
Paul Nebel,19, Midfielder,,,2(8),-,1,0.3,0.4,0.4,0.3,0.1,0.5,1.4,6.12,226
Solomon Bonnah,18, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.11,6
Alexis Tibidi,18, Forward,,,2(11),-,-,0.3,0.3,0.2,0.9,0.3,0.3,1.2,6.11,380
Simon Asta,21, D(R),M(R),,9(4),-,-,0.2,0.2,0.3,0.7,0.2,0.2,0.6,6.1,784
Paul Wanner,16, Midfielder,,,0(4),-,-,-,0.3,0.3,0.3,-,0.5,0.5,6.1,36
Keita Endo,24, Midfielder,,,0(4),-,-,0.5,0.3,-,0.5,0.3,-,0.5,6.09,53
Kevin Möhwald,28, M(CR),,,3(13),-,-,0.6,0.2,0.1,0.3,0.1,0.4,0.4,6.09,349
Nathan de Medina,24, D(R),,,7(12),-,-,0.3,-,-,0.5,-,0.3,0.6,6.09,768
Lasse Günther,19, Forward,,,1(4),-,-,0.4,0.2,0.2,0.2,-,0.2,0.2,6.08,159
Cedric Teuchert,25, AM(CLR),FW,,0(6),-,-,0.5,0.3,-,0.2,0.2,0.3,0.8,6.08,99
Anthony Ujah,31, FW,,,0(3),-,-,1,0.3,-,0.3,-,0.3,-,6.08,32
Kasim Adams,26, D(C),,,0(3),-,-,0.3,-,-,-,-,-,-,6.08,3
Silvère Ganvoula,25, FW,,,0(9),-,-,0.3,-,0.2,0.1,0.7,0.4,1,6.07,145
Mohamed Sankoh,18, Forward,,,0(1),-,-,1,-,-,-,-,-,-,6.07,4
Afimico Pululu,23, Forward,,,0(8),-,-,0.1,-,0.8,1,0.1,0.5,0.6,6.07,62
Joel Pohjanpalo,27, FW,,,0(2),-,-,-,-,-,-,0.5,-,-,6.07,10
Ilaix Moriba,19, M(C),,,0(2),-,-,0.5,-,-,1.5,-,0.5,1,6.07,30
Adrian Fein,23, DMC,,,0(3),-,-,0.3,0.3,-,-,-,0.3,-,6.06,29
Reinier,20, AM(C),,,1(12),-,-,0.1,-,0.4,0.2,-,0.5,0.2,6.06,153
Javairô Dilrosun,23, AM(CLR),,,1(1),-,-,0.5,-,1,1,-,1.5,1.5,6.06,137
Luis Hartwig,19, Forward,,,0(1),-,-,-,-,-,-,-,-,-,6.06,1
Kevin Paredes,19, M(L),,,0(2),-,-,-,-,-,-,-,-,0.5,6.06,13
Mathias Olesen,21, Midfielder,,,0(3),-,-,-,0.3,-,-,-,-,0.3,6.05,14
Tarsis Bonga,25, Forward,,,0(3),-,-,1,-,0.3,-,-,0.3,1,6.05,14
Philipp Tschauner,36, GK,,,0(1),-,-,-,-,-,-,-,-,-,6.05,3
Tobias Sippel,34, GK,,,1,-,-,-,-,-,-,-,-,-,6.05,90
Silas,23, M(LR),FW,,3(6),-,-,0.1,-,0.9,0.8,0.3,1,2.7,6.05,271
Admir Mehmedi,31, M(CLR),FW,,0(1),-,-,-,-,-,-,-,-,-,6.04,3
Bartosz Bialek,20, Forward,,,1(11),-,-,0.5,0.2,-,0.2,-,0.4,0.5,6.04,171
Matej Maglica,23, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.04,5
Sebastian Griesbeck,31, D(C),DMC,,0(1),-,-,-,-,-,-,-,-,-,6.04,8
Torben Müsel,22, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6.04,4
Omar Marmoush,23, AM(L),FW,,0(2),-,-,0.5,0.5,-,-,-,-,0.5,6.03,22
Umut Tohumcu,17, Midfielder,,,0(1),-,-,-,-,-,1,-,-,-,6.03,4
Noah Weißhaupt,20, Forward,,,0(10),-,-,-,0.3,0.3,0.2,-,0.2,0.6,6.03,91
Merveille Papela,21, Midfielder,,,0(5),-,-,0.2,-,-,-,-,0.2,1,6.03,80
Abdourahmane Barry,22, D(C),,,1(7),-,-,0.1,0.3,0.1,0.4,-,0.3,1.1,6.03,204
Chris Richards,22, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6.02,2
Christian Früchtl,22, Goalkeeper,,,0(1),-,-,-,-,-,-,-,-,-,6.02,9
Daniel Ginczek,31, AM(R),FW,,0(2),-,-,0.5,-,-,-,-,-,0.5,6.02,12
Lilian Egloff,19, Midfielder,,,0(4),-,-,-,0.3,-,-,-,-,1.3,6.01,29
Marten Winkler,19, Forward,,,0(1),-,-,-,-,-,1,-,-,-,6.01,25
Conor Noß,21, Forward,,,0(3),-,-,0.3,0.3,-,-,-,-,0.7,6.01,50
Ermin Bicakcic,32, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6,4
Immanuel Pherai,21, AM(L),,,0(1),-,-,-,-,-,-,-,-,-,6,1
Lion Semic,18, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6,2
Luca Kilian,22, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6,1
Naouirou Ahamada,20, Midfielder,,,0(3),-,-,-,-,-,0.3,-,-,1,6,57
Nils Seufert,25, AM(C),,,1(3),-,-,-,-,-,0.3,-,-,-,6,98
Romario Rösch,22, Midfielder,,,0(1),-,-,-,-,-,-,-,-,1,6,1
Stephan Fürstner,34, DMC,,,0(1),-,-,-,-,-,-,-,-,-,6,4
Panagiotis Retsos,23, D(CLR),,,0(4),-,-,0.3,-,0.3,0.3,-,-,-,6,28
Fisnik Asllani,19, Forward,,,0(2),-,-,-,-,-,-,-,-,-,5.99,7
Lee Dong-Jun,25, Midfielder,,,1(3),-,-,0.8,-,0.5,0.8,0.3,1,1.5,5.99,117
Sidney Raebiger,17, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.98,3
Tom Bischof,16, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.98,13
Gideon Jung,27, D(C),DMC,,1(4),-,-,-,-,0.2,0.8,-,-,0.2,5.96,140
Marius Funk,26, GK,,,8,-,-,-,0.4,-,0.1,-,-,-,5.96,720
Joscha Wosz,19, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.95,8
Lennart Czyborra,23, D(L),M(L),,1(3),-,-,-,-,0.3,-,-,0.8,0.3,5.89,130
Antonios Papadopoulos,22, Midfielder,,,0(2),-,-,-,-,-,-,-,-,0.5,5.88,15
Thomas Delaney,30, DMC,,,0(1),-,-,-,-,-,-,-,-,-,5.88,17
Josep Martínez,24, Goalkeeper,,,1,-,-,-,-,-,-,-,-,-,5.86,90
Roman Bürki,31, GK,,,1,-,-,-,-,-,-,-,-,-,5.85,90
Robert Tesche,35, M(C),,,5(6),-,-,0.2,-,-,0.1,0.1,0.3,-,5.82,349
Jens Grahl Eintracht,33, GK,,,1,-,-,-,-,-,-,-,-,-,5.81,90
Hugo Siquet,19, D(R),M(R),,0(1),-,-,-,-,-,-,-,-,1,5.74,21
Nick Proschwitz,35, FW,,,0(1),-,-,1,-,-,-,-,1,-,5.73,26
Benjamin Uphoff,28, GK,,,2,-,-,-,-,-,-,-,-,-,5.1,180
