,Unnamed: 0,Player,Name,Age,position1,position2,position3,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
316,316,"317Lassana CoulibalySalernitana, 26, M(CL)",Lassana Coulibaly,26, M(CL),,,29(2),2341,-,-,3,-,0.7,82.7,0.7,-,6.47
317,317,"318Riccardo SottilFiorentina, 23, AM(LR)",Riccardo Sottil,23, AM(LR),,,14(10),1245,3,2,2,1,0.9,85.1,0.3,1,6.47
318,318,"319Federico BonazzoliSalernitana, 25, AM(C),FW",Federico Bonazzoli,25, AM(C),FW,,19(13),1867,10,-,6,-,1.8,77.1,0.4,-,6.47
319,319,"320Dimitrije KamenovicLazio, 21, Defender",Dimitrije Kamenovic,21, Defender,,,0(1),45,-,-,-,-,1,75,2,-,6.47
320,320,"321Vid BelecSalernitana, 32, GK",Vid Belec,32, GK,,,21(2),1936,-,-,1,-,-,59,0.1,-,6.47
321,321,"322Cristian MolinaroVenezia, 38, D(L),M(L)",Cristian Molinaro,38, D(L),M(L),,6(2),549,-,1,-,-,-,75.9,0.5,-,6.47
322,322,"323Rey ManajSpezia, 25, FW",Rey Manaj,25, FW,,,19(11),1768,5,-,9,-,1.8,74.3,2.3,-,6.47
323,323,"324Giuseppe PezzellaAtalanta, 24, D(L),M(L)",Giuseppe Pezzella,24, D(L),M(L),,10(11),1068,-,2,3,-,0.4,79.5,0.7,-,6.46
324,324,"325Kevin BonifaziBologna, 26, D(C)",Kevin Bonifazi,26, D(C),,,14(8),1209,-,-,2,1,0.4,81.3,1.5,-,6.46
325,325,"326Samuele RicciTorino, 20, M(C)",Samuele Ricci,20, M(C),,,9(3),725,-,-,1,-,0.3,92.9,0.1,-,6.46
326,326,"327Giulio MaggioreSpezia, 24, M(C)",Giulio Maggiore,24, M(C),,,33(2),2835,2,3,9,-,1.2,75.6,0.9,-,6.46
327,327,"328Norbert GyömbérSalernitana, 29, D(CR),DMC",Norbert Gyömbér,29, D(CR),DMC,,30(1),2566,-,-,9,-,0.3,78.3,1.3,-,6.46
328,328,"329Cristian VolpatoRoma, 18, Midfielder",Cristian Volpato,18, Midfielder,,,0(3),36,1,-,-,-,0.3,83.3,-,-,6.46
329,329,"330Matteo LovatoAtalanta, 22, D(C)",Matteo Lovato,22, D(C),,,3(3),303,-,1,1,-,0.2,86.4,1.7,-,6.46
330,330,"331Riccardo GaglioloSalernitana, 32, D(CL)",Riccardo Gagliolo,32, D(CL),,,12(5),1135,-,1,2,-,0.5,80.1,0.8,1,6.46
331,331,"332Salvador FerrerSpezia, 24, D(R)",Salvador Ferrer,24, D(R),,,14(13),1489,-,2,3,-,0.2,76.8,1.3,1,6.45
332,332,"333Ivan RadovanovicSalernitana, 33, D(C),DMC",Ivan Radovanovic,33, D(C),DMC,,12(2),1055,1,1,4,-,1.3,82.8,1.3,-,6.45
333,333,"334Federico Di FrancescoEmpoli, 27, M(LR),FW",Federico Di Francesco,27, M(LR),FW,,17(9),1378,5,-,2,-,1,71.6,0.1,1,6.45
334,334,"335Leo ØstigårdGenoa, 22, D(C)",Leo Østigård,22, D(C),,,13(2),1172,-,-,2,2,0.5,70.8,4.3,1,6.45
335,335,"336Luca CeppitelliCagliari, 32, D(C)",Luca Ceppitelli,32, D(C),,,16(8),1445,1,1,3,-,0.3,84.6,1.7,-,6.44
336,336,"337Hans HateboerAtalanta, 28, D(R),M(R)",Hans Hateboer,28, D(R),M(R),,16(5),1391,-,-,2,-,0.8,85.4,1,-,6.44
337,337,"338Stefan StrandbergSalernitana, 31, D(C),DMC",Stefan Strandberg,31, D(C),DMC,,11,934,-,-,-,1,0.8,81.8,2.7,-,6.44
338,338,"339Matteo GabbiaAC Milan, 22, D(C)",Matteo Gabbia,22, D(C),,,6(2),537,-,-,3,-,0.1,86.5,1.6,-,6.44
339,339,"340Dejan KulusevskiJuventus, 22, AM(CR),FW",Dejan Kulusevski,22, AM(CR),FW,,5(15),762,1,3,1,-,0.9,81.8,0.5,-,6.43
340,340,"341Krzysztof PiatekFiorentina, 26, FW",Krzysztof Piatek,26, FW,,,9(5),737,3,-,-,-,1.6,82.1,1.3,-,6.43
341,341,"342Michaël CuisanceVenezia, 22, AM(C)",Michaël Cuisance,22, AM(C),,,13,930,-,-,2,-,0.5,80.5,0.7,-,6.43
342,342,"343Nicola SansoneBologna, 30, AM(LR),FW",Nicola Sansone,30, AM(LR),FW,,6(21),883,2,3,6,-,0.9,77.5,0.3,-,6.43
343,343,"344Kostas ManolasNapoli, 30, D(C)",Kostas Manolas,30, D(C),,,3(1),312,-,-,1,-,-,95.7,1.3,-,6.43
344,344,"345Nicolò BertolaSpezia, 19, Defender",Nicolò Bertola,19, Defender,,,0(2),33,-,-,-,-,0.5,54.5,0.5,-,6.43
345,345,"346Takehiro TomiyasuBologna, 23, D(CR)",Takehiro Tomiyasu,23, D(CR),,,0(1),9,-,-,-,-,-,100,-,-,6.43
346,346,"347Joakim MaehleAtalanta, 25, D(LR),M(LR)",Joakim Maehle,25, D(LR),M(LR),,15(11),1468,1,1,2,-,0.8,81.4,0.4,-,6.43
347,347,"348Kristjan AsllaniEmpoli, 20, M(C)",Kristjan Asllani,20, M(C),,,14(9),1347,1,1,2,-,0.7,84.3,0.2,-,6.43
348,348,"349Simone VerdiTorino, 29, AM(CLR),FW",Simone Verdi,29, AM(CLR),FW,,0(3),43,1,-,-,-,0.7,61.5,-,-,6.43
349,349,"350Joseph Alfred DuncanFiorentina, 29, DMC",Joseph Alfred Duncan,29, DMC,,,21(12),1934,2,2,3,-,0.3,80.9,0.3,-,6.43
350,350,"351Luca RanieriSalernitana, 23, D(L),M(L)",Luca Ranieri,23, D(L),M(L),,25(2),2116,1,-,9,-,0.3,73.8,0.7,-,6.43
351,351,"352DalbertCagliari, 28, D(L),DMC,M(L)",Dalbert,28, D(L),DMC,M(L),27(1),2096,-,2,9,-,0.4,74.9,0.9,-,6.42
352,352,"353Dimitrios NikolaouSpezia, 23, D(C)",Dimitrios Nikolaou,23, D(C),,,36,3240,-,-,7,-,0.1,81.8,1.1,-,6.42
353,353,"354Marco ModoloVenezia, 33, Defender",Marco Modolo,33, Defender,,,4(2),390,-,-,2,-,0.2,81.3,1.5,-,6.42
354,354,"355Denso KasiusBologna, 19, Defender",Denso Kasius,19, Defender,,,1(6),177,-,-,-,-,0.3,83.7,0.4,-,6.42
355,355,"356Paolo FaragòCagliari, 29, D(R),DMC,M(R)",Paolo Faragò,29, D(R),DMC,M(R),0(1),16,-,-,-,-,2,75,1,-,6.42
356,356,"357Giangiacomo MagnaniSampdoria, 26, D(C)",Giangiacomo Magnani,26, D(C),,,3(1),238,-,-,-,-,-,83.9,1.8,-,6.42
357,357,"358Giorgio ScalviniAtalanta, 18, D(C)",Giorgio Scalvini,18, D(C),,,9(9),761,1,-,1,-,0.9,82.1,1.1,-,6.42
358,358,"359Mert MüldürSassuolo, 23, D(R)",Mert Müldür,23, D(R),,,24(7),2047,-,1,5,-,0.3,80,0.3,-,6.41
359,359,"360Arturo VidalInter, 35, M(CR)",Arturo Vidal,35, M(CR),,,2(26),715,1,2,3,-,0.6,86.6,0.4,-,6.41
360,360,"361Davide MarfellaNapoli, 22, Goalkeeper",Davide Marfella,22, Goalkeeper,,,0(1),10,-,-,-,-,-,-,-,-,6.41
361,361,"362Cedric GondoSalernitana, 25, FW",Cedric Gondo,25, FW,,,10(4),705,1,-,1,-,1.4,74.1,1.6,-,6.41
362,362,"363Nadiem AmiriGenoa, 25, M(CLR)",Nadiem Amiri,25, M(CLR),,,9(4),685,-,1,-,-,1.2,78.1,0.2,-,6.41
363,363,"364Jeremy ToljanSassuolo, 27, D(LR),M(LR)",Jeremy Toljan,27, D(LR),M(LR),,15(5),1399,-,-,2,-,0.2,88.8,0.5,-,6.41
364,364,"365Fodé Ballo-TouréAC Milan, 25, D(L),M(L)",Fodé Ballo-Touré,25, D(L),M(L),,5(5),445,-,-,2,-,0.2,89.6,0.5,-,6.41
365,365,"366Zinho VanheusdenGenoa, 22, D(C)",Zinho Vanheusden,22, D(C),,,11(3),990,-,-,3,-,0.4,80.1,1.7,-,6.41
366,366,"367Mattia PerinJuventus, 29, GK",Mattia Perin,29, GK,,,5,406,-,-,-,-,-,81.2,-,-,6.41
367,367,"368Luigi SameleSassuolo, 20, Forward",Luigi Samele,20, Forward,,,0(2),3,-,1,-,-,-,66.7,0.5,-,6.4
368,368,"369Gastón PereiroCagliari, 26, AM(CLR),FW",Gastón Pereiro,26, AM(CLR),FW,,9(20),964,4,2,1,-,0.7,66.6,0.8,4,6.4
369,369,"370Adam OunasNapoli, 25, AM(CLR),FW",Adam Ounas,25, AM(CLR),FW,,1(14),312,-,-,1,-,0.9,82.9,0.1,-,6.4
370,370,"371Charalampos LykogiannisCagliari, 28, D(CL),M(L)",Charalampos Lykogiannis,28, D(CL),M(L),,21(7),1822,1,-,2,-,0.8,66,1.2,-,6.4
371,371,"372Liam HendersonEmpoli, 26, AM(C)",Liam Henderson,26, AM(C),,,23(15),2019,2,3,4,-,1.1,74.7,0.4,1,6.4
372,372,"373Filippo BandinelliEmpoli, 27, M(C)",Filippo Bandinelli,27, M(C),,,24(11),1968,2,3,10,-,1,78.3,0.3,-,6.39
373,373,"374Federico CeccheriniVerona, 30, D(C)",Federico Ceccherini,30, D(C),,,29(5),2375,1,-,10,1,0.3,79.4,1.8,-,6.39
374,374,"375Kelvin YeboahGenoa, 22, FW",Kelvin Yeboah,22, FW,,,9(8),848,-,1,2,-,0.9,65.5,1.8,-,6.39
375,375,"376Edoardo GoldanigaCagliari, 28, D(CR)",Edoardo Goldaniga,28, D(CR),,,11,937,-,-,3,-,0.5,71.8,2.5,-,6.39
376,376,"377Carles PérezRoma, 24, AM(CR)",Carles Pérez,24, AM(CR),,,3(16),545,1,1,2,-,1.4,88.1,-,-,6.39
377,377,"378Daniele BaselliCagliari, 30, M(C)",Daniele Baselli,30, M(C),,,2(7),283,-,1,1,-,0.6,75.9,0.2,-,6.38
378,378,"379Francesco RossiAtalanta, 31, Goalkeeper",Francesco Rossi,31, Goalkeeper,,,0(1),36,-,-,-,-,-,75,-,-,6.38
379,379,"380Vlad ChirichesSassuolo, 32, D(CR)",Vlad Chiriches,32, D(CR),,,27(2),2304,-,-,4,-,0.3,91.3,1.2,-,6.38
380,380,"381Moustapha CisséAtalanta, 18, Forward",Moustapha Cissé,18, Forward,,,0(3),35,1,-,-,-,1,55.6,1.3,-,6.38
381,381,"382Samu CastillejoAC Milan, 27, AM(CLR)",Samu Castillejo,27, AM(CLR),,,1(4),126,-,-,-,-,0.4,89.1,0.4,-,6.38
382,382,"383Domen CrnigojVenezia, 26, AM(CR)",Domen Crnigoj,26, AM(CR),,,22(12),1889,3,1,3,-,0.9,75.8,0.7,-,6.37
383,383,"384Diego DemmeNapoli, 30, DMC",Diego Demme,30, DMC,,,7(12),686,1,-,4,-,0.1,91.2,0.2,-,6.37
384,384,"385Adam ObertCagliari, 19, Defender",Adam Obert,19, Defender,,,3(3),273,-,-,-,-,-,64.9,0.5,-,6.37
385,385,"386Giacomo SatalinoSassuolo, 23, Goalkeeper",Giacomo Satalino,23, Goalkeeper,,,0(1),8,-,-,-,-,-,100,-,-,6.37
386,386,"387Sebastian WalukiewiczCagliari, 22, D(C)",Sebastian Walukiewicz,22, D(C),,,4(3),303,-,-,1,-,0.1,89.2,0.3,-,6.37
387,387,"388Andrea CarboniCagliari, 21, D(C)",Andrea Carboni,21, D(C),,,25(5),2218,-,-,6,-,0.3,76.8,1.4,-,6.37
388,388,"389Mehdi BourabiaSpezia, 30, M(C)",Mehdi Bourabia,30, M(C),,,2(6),275,1,-,1,-,0.1,85.8,0.1,-,6.37
389,389,"390Jonathan IkonéFiorentina, 24, AM(CLR),FW",Jonathan Ikoné,24, AM(CLR),FW,,7(10),646,1,1,1,-,0.9,85.5,0.2,-,6.36
390,390,"391Nadir ZorteaSalernitana, 22, D(R)",Nadir Zortea,22, D(R),,,13(16),1406,1,2,3,-,0.6,70.2,0.3,-,6.36
391,391,"392PatricLazio, 29, D(CR),M(R)",Patric,29, D(CR),M(R),,20(5),1654,1,1,5,1,0.2,93.3,0.7,-,6.36
392,392,"393Leonardo SpinazzolaRoma, 29, D(LR),M(L)",Leonardo Spinazzola,29, D(LR),M(L),,2(1),129,-,-,1,-,0.7,85.2,-,-,6.36
393,393,"394Giangiacomo MagnaniVerona, 26, D(C)",Giangiacomo Magnani,26, D(C),,,5(9),527,-,-,3,1,0.4,77,1.4,-,6.36
394,394,"395Fabio MirettiJuventus, 18, Midfielder",Fabio Miretti,18, Midfielder,,,4(2),322,-,-,-,-,0.3,81.8,0.5,-,6.36
395,395,"396Franck RibérySalernitana, 39, AM(CL),FW",Franck Ribéry,39, AM(CL),FW,,17(7),1429,-,3,3,1,0.5,81.2,0.2,1,6.36
396,396,"397Kaan AyhanSassuolo, 27, D(CR),DMC",Kaan Ayhan,27, D(CR),DMC,,14(9),1345,1,-,2,1,0.2,91.3,1,-,6.35
397,397,"398Ardian IsmajliEmpoli, 25, D(C)",Ardian Ismajli,25, D(C),,,13(7),1264,-,-,7,-,0.3,85.8,1.9,-,6.35
398,398,"399Ilija NestorovskiUdinese, 32, FW",Ilija Nestorovski,32, FW,,,1(6),185,1,1,1,-,0.7,70.2,0.4,-,6.35
399,399,"400Eldor ShomurodovRoma, 26, FW",Eldor Shomurodov,26, FW,,,5(23),767,3,4,2,-,1.1,70.8,0.8,1,6.35
400,400,"401Kacper UrbanskiBologna, 17, Midfielder",Kacper Urbanski,17, Midfielder,,,0(1),45,-,-,-,-,-,75,-,-,6.35
401,401,"402Kingsley MichaelBologna, 22, Midfielder",Kingsley Michael,22, Midfielder,,,1(1),76,-,-,-,-,0.5,88.5,-,-,6.35
402,402,"403Paolo GhiglioneGenoa, 25, D(R),M(R)",Paolo Ghiglione,25, D(R),M(R),,6(7),598,-,1,3,-,0.6,64.3,0.5,-,6.35
403,403,"404David StrelecSpezia, 21, Forward",David Strelec,21, Forward,,,7(3),506,1,-,-,-,0.4,71.1,1.1,-,6.35
404,404,"405Kevin LasagnaVerona, 29, AM(CL),FW",Kevin Lasagna,29, AM(CL),FW,,11(17),1173,2,4,1,-,1.5,66.9,1.1,-,6.35
405,405,"406Luca FiordilinoVenezia, 25, M(C)",Luca Fiordilino,25, M(C),,,5(10),657,-,-,2,-,0.2,86.2,0.6,-,6.35
406,406,"407Sofyan AmrabatFiorentina, 25, DMC",Sofyan Amrabat,25, DMC,,,8(15),931,1,-,6,-,0.2,90.7,0.3,-,6.35
407,407,"408Julian ChabotSampdoria, 24, D(C)",Julian Chabot,24, D(C),,,4(7),482,-,-,5,-,0.3,81.4,1.8,-,6.34
408,408,"409Youssef MalehFiorentina, 23, M(C)",Youssef Maleh,23, M(C),,,11(17),1018,2,3,5,-,0.8,82.2,0.4,-,6.34
409,409,"410Andrea La MantiaEmpoli, 31, FW",Andrea La Mantia,31, FW,,,3(15),478,2,1,-,-,0.9,60.6,1.5,-,6.34
410,410,"411Robin GosensInter, 27, D(L),M(CL)",Robin Gosens,27, D(L),M(CL),,0(7),164,-,1,1,-,0.6,81.1,0.6,-,6.34
411,411,"412Fabio QuagliarellaSampdoria, 39, FW",Fabio Quagliarella,39, FW,,,19(14),1661,4,3,2,-,1.8,70.9,0.5,1,6.34
412,412,"413Álvaro OdriozolaFiorentina, 26, D(R)",Álvaro Odriozola,26, D(R),,,18(7),1730,1,1,4,1,0.2,88.9,-,-,6.34
413,413,"414Gonzalo EscalanteLazio, 29, DMC",Gonzalo Escalante,29, DMC,,,0(1),8,-,-,-,-,-,80,-,-,6.34
414,414,"415Jacopo SalaSpezia, 30, D(LR),M(CR)",Jacopo Sala,30, D(LR),M(CR),,13(5),891,1,-,3,-,0.2,87.3,0.2,1,6.34
415,415,"416Alessandro ZanoliNapoli, 21, D(R)",Alessandro Zanoli,21, D(R),,,5(7),453,-,-,2,-,-,82.5,0.3,-,6.34
416,416,"417Lorenzo VenutiFiorentina, 27, D(CLR),M(LR)",Lorenzo Venuti,27, D(CLR),M(LR),,20(3),1578,-,-,4,-,0.3,88.8,0.4,-,6.34
417,417,"418Andrea PetagnaNapoli, 26, FW",Andrea Petagna,26, FW,,,4(20),574,3,1,1,-,0.5,71.1,0.8,1,6.34
418,418,"419Matías VecinoInter, 30, M(C)",Matías Vecino,30, M(C),,,2(15),363,1,-,2,-,0.4,75.6,1,-,6.33
419,419,"420Michel AebischerBologna, 25, M(C)",Michel Aebischer,25, M(C),,,4(8),433,-,-,1,-,0.2,88.3,0.4,-,6.33
420,420,"421Fabio DepaoliVerona, 25, D(R),DMC,M(R)",Fabio Depaoli,25, D(R),DMC,M(R),7(11),697,1,1,3,-,0.6,62.9,0.5,-,6.33
421,421,"422Tyronne EbuehiVenezia, 26, D(LR)",Tyronne Ebuehi,26, D(LR),,,12(7),1142,-,-,1,1,0.4,79.7,0.8,-,6.33
422,422,"423Yayah KallonGenoa, 20, Forward",Yayah Kallon,20, Forward,,,5(10),630,-,1,3,-,0.7,70.4,0.3,-,6.33
423,423,"424Ebrima ColleySpezia, 22, Midfielder",Ebrima Colley,22, Midfielder,,,3(8),390,-,-,1,-,1.1,71.4,0.2,1,6.33
424,424,"425Moise KeanJuventus, 22, AM(L),FW",Moise Kean,22, AM(L),FW,,12(20),1091,5,1,5,-,0.9,78.3,0.7,-,6.33
425,425,"426Luis BinksBologna, 20, D(C)",Luis Binks,20, D(C),,,7(8),643,-,-,3,-,0.1,80.9,1.3,-,6.33
426,426,"427Caleb EkubanGenoa, 28, AM(CLR),FW",Caleb Ekuban,28, AM(CLR),FW,,18(12),1721,1,2,2,-,1.3,70.7,1.2,-,6.33
427,427,"428Stefano SturaroGenoa, 29, M(CL)",Stefano Sturaro,29, M(CL),,,25(1),1783,-,-,12,-,0.3,65.6,1.9,-,6.33
428,428,"429Andrea ContiSampdoria, 28, D(R),M(R)",Andrea Conti,28, D(R),M(R),,2(5),229,1,-,1,-,0.6,73.5,-,-,6.32
429,429,"430Liberato CacaceEmpoli, 21, D(L),M(L)",Liberato Cacace,21, D(L),M(L),,5(5),465,-,-,1,-,0.1,85.2,0.2,-,6.32
430,430,"431M'Bala NzolaSpezia, 25, FW",M'Bala Nzola,25, FW,,,10(11),1061,2,1,2,-,1,79.8,1.3,-,6.32
431,431,"432Leo StulacEmpoli, 27, M(C)",Leo Stulac,27, M(C),,,8(15),822,2,2,1,-,0.4,83.3,0.2,-,6.32
432,432,"433Mitchell DijksBologna, 29, D(L),M(L)",Mitchell Dijks,29, D(L),M(L),,7(9),688,-,1,2,-,0.3,79.2,0.6,-,6.32
433,433,"434Bosko SutaloVerona, 22, D(C)",Bosko Sutalo,22, D(C),,,6(18),912,-,-,-,-,0.2,77.2,0.8,-,6.31
434,434,"435Ebrima DarboeRoma, 21, DMC",Ebrima Darboe,21, DMC,,,1,64,-,-,-,-,1,95,-,-,6.31
435,435,"436Abdoulaye TouréGenoa, 28, DMC",Abdoulaye Touré,28, DMC,,,6(2),435,-,-,1,-,0.5,77.4,0.8,-,6.31
436,436,"437Ivor PandurVerona, 22, GK",Ivor Pandur,22, GK,,,3,270,-,-,-,-,-,72.9,-,-,6.31
437,437,"438Jens Stryger LarsenUdinese, 31, D(CLR),M(LR)",Jens Stryger Larsen,31, D(CLR),M(LR),,8(3),686,-,1,-,-,0.8,78.7,0.4,-,6.31
438,438,"439Karol LinettyTorino, 27, M(CLR)",Karol Linetty,27, M(CLR),,,11(5),899,-,1,2,-,0.8,80.3,0.6,-,6.3
439,439,"440Tiemoué BakayokoAC Milan, 27, DMC",Tiemoué Bakayoko,27, DMC,,,5(9),496,-,-,3,-,0.3,88.8,1.1,-,6.3
440,440,"441Andreas Skov OlsenBologna, 22, M(R)",Andreas Skov Olsen,22, M(R),,,6(12),744,-,2,-,-,0.4,81.8,0.2,-,6.3
441,441,"442Carlo PinsoglioJuventus, 32, Goalkeeper",Carlo Pinsoglio,32, Goalkeeper,,,0(1),45,-,-,-,-,-,90.9,-,-,6.3
442,442,"443Mato JajaloUdinese, 34, M(C)",Mato Jajalo,34, M(C),,,6(16),621,-,1,2,-,0.2,80.7,0.3,-,6.3
443,443,"444Pasquale MazzocchiVenezia, 26, D(R),M(R)",Pasquale Mazzocchi,26, D(R),M(R),,15(3),1246,-,-,3,-,0.3,79.7,0.7,-,6.3
444,444,"445Kevin StrootmanCagliari, 32, DMC",Kevin Strootman,32, DMC,,,7(3),645,-,-,4,-,0.1,81,0.5,-,6.29
445,445,"446Amadou DiawaraRoma, 24, DMC",Amadou Diawara,24, DMC,,,2(2),169,-,-,-,-,0.3,78.6,0.3,-,6.29
446,446,"447José CallejónFiorentina, 35, M(LR),FW",José Callejón,35, M(LR),FW,,16(14),1302,1,2,-,-,0.6,84.7,0.3,1,6.29
447,447,"448Albert GudmundssonGenoa, 24, AM(CLR),FW",Albert Gudmundsson,24, AM(CLR),FW,,6(6),607,1,-,3,-,0.8,71.6,0.3,1,6.29
448,448,"449Kristoffer AskildsenSampdoria, 21, Midfielder",Kristoffer Askildsen,21, Midfielder,,,7(12),749,-,-,5,-,0.4,66.2,1.1,-,6.29
449,449,"450Keita BaldéCagliari, 27, AM(LR),FW",Keita Baldé,27, AM(LR),FW,,14(12),1233,3,1,2,-,1,74.5,0.8,-,6.29
450,450,"451Andrea MasielloGenoa, 36, D(CR)",Andrea Masiello,36, D(CR),,,6(1),517,-,-,3,-,0.3,88.7,1,-,6.29
451,451,"452Pablo GaldamesGenoa, 25, M(C)",Pablo Galdames,25, M(C),,,11(8),1032,-,-,2,-,0.6,75.6,0.3,-,6.29
452,452,"453Radu DragusinSalernitana, 20, D(C)",Radu Dragusin,20, D(C),,,5(2),486,-,-,1,-,-,80.5,1.1,-,6.29
453,453,"454RuanSassuolo, 22, D(C)",Ruan,22, D(C),,,0(10),207,-,-,1,-,-,76.3,0.7,-,6.28
454,454,"455Diego PerottiSalernitana, 33, M(CLR),FW",Diego Perotti,33, M(CLR),FW,,1(10),278,-,-,1,-,0.9,87.5,0.4,-,6.28
455,455,"456Andrea SchiavoneSalernitana, 29, M(C)",Andrea Schiavone,29, M(C),,,5(9),569,1,-,1,-,0.1,87.7,0.2,-,6.28
456,456,"457Faouzi GhoulamNapoli, 31, D(L)",Faouzi Ghoulam,31, D(L),,,3(11),325,-,-,1,-,0.2,88.6,0.4,-,6.28
457,457,"458Francesco Di MarianoVenezia, 26, Forward",Francesco Di Mariano,26, Forward,,,1,63,-,-,-,-,-,76.9,-,-,6.28
458,458,"459Marko RogCagliari, 26, M(C)",Marko Rog,26, M(C),,,2(6),307,-,1,-,-,0.9,81.6,0.5,-,6.28
459,459,"460Viktor KovalenkoSpezia, 26, M(C)",Viktor Kovalenko,26, M(C),,,16(10),1323,1,4,4,-,0.3,78.3,0.5,-,6.28
460,460,"461Matheus HenriqueSassuolo, 24, M(C)",Matheus Henrique,24, M(C),,,10(15),1066,-,1,3,-,0.3,91.2,0.2,-,6.28
461,461,"462Filippo MelegoniGenoa, 23, AM(CR)",Filippo Melegoni,23, AM(CR),,,10(15),976,1,-,1,-,0.5,71.8,0.2,-,6.28
462,462,"463Gianluca GaetanoNapoli, 22, Midfielder",Gianluca Gaetano,22, Midfielder,,,0(2),19,-,-,-,-,-,75,1,-,6.28
463,463,"464Francesco Di TacchioSalernitana, 32, M(C)",Francesco Di Tacchio,32, M(C),,,14(4),1257,-,-,3,-,0.8,80.5,0.8,-,6.27
464,464,"465Patrick CutroneEmpoli, 24, FW",Patrick Cutrone,24, FW,,,15(13),1402,3,-,1,-,1.8,70.4,0.3,-,6.27
465,465,"466Riccardo CalafioriRoma, 20, Defender",Riccardo Calafiori,20, Defender,,,2(4),170,-,1,2,-,-,76.9,0.2,-,6.27
466,466,"467Kevin MalcuitNapoli, 30, D(R),M(R)",Kevin Malcuit,30, D(R),M(R),,2(6),286,-,1,3,-,0.1,73.3,0.5,-,6.27
467,467,"468Gregoire DefrelSassuolo, 30, AM(CR),FW",Gregoire Defrel,30, AM(CR),FW,,11(27),1346,2,2,3,-,0.7,85.6,0.2,-,6.27
468,468,"469Andrei MotocSalernitana, 20, Midfielder",Andrei Motoc,20, Midfielder,,,1,90,-,-,-,-,1,80,-,-,6.27
469,469,"470Toma BasicLazio, 25, M(C)",Toma Basic,25, M(C),,,9(20),969,-,2,3,-,0.6,88.5,0.3,-,6.27
470,470,"471Aleksa TerzicFiorentina, 22, Defender",Aleksa Terzic,22, Defender,,,1(13),261,-,1,1,-,-,85.1,0.6,1,6.27
471,471,"472Yildirim Mert ÇetinVerona, 25, D(C)",Yildirim Mert Çetin,25, D(C),,,0(2),46,-,-,-,-,-,61.9,1,-,6.27
