,Unnamed: 0,Player,Name,Age,position1,position2,position3,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
472,472,"473Demba SeckTorino, 21, Forward",Demba Seck,21, Forward,,,1(5),143,-,-,-,-,0.7,85,0.2,-,6.26
473,473,"474Stefan RaduLazio, 35, D(CL)",Stefan Radu,35, D(CL),,,6(4),554,-,-,2,-,0.2,84.7,0.8,-,6.26
474,474,"475Riccardo FiamozziEmpoli, 29, D(R)",Riccardo Fiamozzi,29, D(R),,,7(3),622,-,1,1,-,-,74.1,0.5,-,6.26
475,475,"476Jean-Daniel Akpa AkproLazio, 29, D(R),M(CLR)",Jean-Daniel Akpa Akpro,29, D(R),M(CLR),,4(6),313,-,-,1,-,0.3,84,0.4,-,6.26
476,476,"477Riccardo MarchizzaEmpoli, 24, D(L)",Riccardo Marchizza,24, D(L),,,16(3),1352,-,1,4,-,0.4,70,0.4,-,6.26
477,477,"478Radu DragusinSampdoria, 20, D(C)",Radu Dragusin,20, D(C),,,4(9),613,-,-,1,-,0.2,69.7,1.1,-,6.26
478,478,"479Marvin ZeegelaarUdinese, 31, D(CL),M(L)",Marvin Zeegelaar,31, D(CL),M(L),,6(8),637,-,-,3,-,0.2,78.9,1,-,6.25
479,479,"480Hilmir Rafn MikaelssonVenezia, 18, Forward",Hilmir Rafn Mikaelsson,18, Forward,,,0(1),17,-,-,-,-,-,66.7,1,-,6.25
480,480,"481Daan HeymansVenezia, 22, AM(C)",Daan Heymans,22, AM(C),,,2(5),252,-,1,4,-,0.4,83.9,1.1,-,6.25
481,481,"482Nikola KalinicVerona, 34, FW",Nikola Kalinic,34, FW,,,4(10),401,4,1,3,1,0.9,85,0.2,1,6.25
482,482,"483Martín CáceresCagliari, 35, D(CLR),M(R)",Martín Cáceres,35, D(CLR),M(R),,9(5),834,1,1,3,1,0.5,72.4,0.4,-,6.25
483,483,"484Joel ObiSalernitana, 31, M(CR)",Joel Obi,31, M(CR),,,12(9),1146,-,1,4,-,0.5,79.1,0.8,-,6.25
484,484,"485Dor PeretzVenezia, 27, DMC",Dor Peretz,27, DMC,,,4(14),574,-,1,2,-,0.3,75.8,0.4,-,6.25
485,485,"486Pepe ReinaLazio, 39, GK",Pepe Reina,39, GK,,,15,1350,-,1,3,-,-,79.1,0.3,-,6.25
486,486,"487Emanuel VignatoBologna, 21, AM(CL)",Emanuel Vignato,21, AM(CL),,,3(21),582,-,1,2,-,0.2,85.9,0.3,-,6.25
487,487,"488Stefano OkakaUdinese, 32, FW",Stefano Okaka,32, FW,,,0(2),20,-,1,1,-,0.5,80,-,-,6.25
488,488,"489Tomás RincónTorino, 34, M(CR)",Tomás Rincón,34, M(CR),,,1(6),158,-,-,2,-,-,83.7,0.4,-,6.24
489,489,"490Stefano SensiInter, 26, AM(C)",Stefano Sensi,26, AM(C),,,1(8),158,-,-,-,-,0.3,88.9,0.2,-,6.24
490,490,"491Dennis JohnsenVenezia, 24, AM(L),FW",Dennis Johnsen,24, AM(L),FW,,17(10),1466,1,2,2,-,0.6,63.7,0.2,-,6.24
491,491,"492Daniel BessaVerona, 29, AM(C)",Daniel Bessa,29, AM(C),,,5(19),762,1,1,3,1,0.4,82.5,0.3,-,6.24
492,492,"493Janis AntisteSpezia, 19, Forward",Janis Antiste,19, Forward,,,9(9),796,1,-,-,-,0.6,65.3,0.9,-,6.24
493,493,"494Ben KoneTorino, 22, Midfielder",Ben Kone,22, Midfielder,,,0(1),81,-,-,-,-,-,78.4,1,-,6.23
494,494,"495Daniel MaldiniAC Milan, 20, Forward",Daniel Maldini,20, Forward,,,2(6),145,1,-,1,-,0.4,71.7,0.4,-,6.23
495,495,"496Niklas PyyhtiaBologna, 18, Midfielder",Niklas Pyyhtia,18, Midfielder,,,0(1),18,-,-,-,-,-,83.3,-,-,6.22
496,496,"497Pietro PellegriAC Milan, 21, FW",Pietro Pellegri,21, FW,,,1(5),131,-,-,-,-,0.5,63.2,0.5,-,6.22
497,497,"498Jean-Pierre NsameVenezia, 29, FW",Jean-Pierre Nsame,29, FW,,,1(10),237,-,1,-,-,0.5,62.5,1.5,-,6.22
498,498,"499Brandon SoppyUdinese, 20, D(R),M(R)",Brandon Soppy,20, D(R),M(R),,7(21),765,-,-,4,-,0.2,73.7,0.2,-,6.22
499,499,"500Aleksandar KolarovInter, 36, D(CL),M(L)",Aleksandar Kolarov,36, D(CL),M(L),,0(3),38,-,-,-,-,0.3,81.6,0.3,-,6.22
500,500,"501Filip BenkovicUdinese, 24, D(C)",Filip Benkovic,24, D(C),,,0(2),6,-,-,-,-,0.5,80,1,-,6.22
501,501,"502Francesco ForteVenezia, 29, Forward",Francesco Forte,29, Forward,,,4(8),398,1,-,3,-,0.9,71.2,1.5,-,6.22
502,502,"503Federico SantanderBologna, 31, FW",Federico Santander,31, FW,,,0(7),61,1,-,1,-,0.3,60.7,1.1,-,6.21
503,503,"504Suf PodgoreanuSpezia, 20, Forward",Suf Podgoreanu,20, Forward,,,1(4),109,-,1,-,-,0.2,82.2,0.4,-,6.21
504,504,"505Jeroen ZoetSpezia, 31, GK",Jeroen Zoet,31, GK,,,7,630,-,-,-,-,-,71.3,0.4,-,6.21
505,505,"506Tanner TessmannVenezia, 20, DMC",Tanner Tessmann,20, DMC,,,6(14),674,-,-,1,1,0.4,74.2,0.4,-,6.21
506,506,"507Felix Afena-GyanRoma, 19, Forward",Felix Afena-Gyan,19, Forward,,,6(11),665,2,-,3,1,1,77.7,0.6,1,6.21
507,507,"508Vanja Milinkovic-SavicTorino, 25, GK",Vanja Milinkovic-Savic,25, GK,,,27,2430,-,-,3,-,-,46.8,0.1,-,6.21
508,508,"509Valerio VerreSampdoria, 28, AM(CL),FW",Valerio Verre,28, AM(CL),FW,,6(5),421,-,-,-,-,1,70.4,0.5,-,6.2
509,509,"510Nicola BagnoliniBologna, 18, Goalkeeper",Nicola Bagnolini,18, Goalkeeper,,,0(1),2,-,-,-,-,-,-,-,-,6.2
510,510,"511Riccardo CiervoSampdoria, 20, Midfielder",Riccardo Ciervo,20, Midfielder,,,1(9),219,-,-,-,-,0.3,74.5,-,-,6.2
511,511,"512SimySalernitana, 30, FW",Simy,30, FW,,,10(9),842,1,1,-,-,1.1,72.7,1,1,6.2
512,512,"513Martin HonglaVerona, 24, D(C),DMC",Martin Hongla,24, D(C),DMC,,7(11),644,1,-,3,-,0.5,77,0.8,-,6.2
513,513,"514Michael SvobodaVenezia, 23, D(C)",Michael Svoboda,23, D(C),,,13(5),1234,-,-,2,1,0.4,81.8,1.4,-,6.19
514,514,"515Mattia ZanottiInter, 19, Defender",Mattia Zanotti,19, Defender,,,0(1),8,-,-,-,-,-,100,-,-,6.19
515,515,"516Flavio Junior BianchiGenoa, 22, Forward",Flavio Junior Bianchi,22, Forward,,,4(3),317,1,-,-,-,1.4,78.9,0.4,-,6.18
516,516,"517Simone PafundiUdinese, 16, Midfielder",Simone Pafundi,16, Midfielder,,,0(1),22,-,-,-,-,1,83.3,-,-,6.18
517,517,"518Matija NastasicFiorentina, 29, D(C)",Matija Nastasic,29, D(C),,,2(3),217,-,-,1,-,0.2,92.9,0.6,-,6.18
518,518,"519Goran PandevGenoa, 38, M(CR),FW",Goran Pandev,38, M(CR),FW,,7(13),837,-,1,1,-,0.3,71.9,0.3,-,6.17
519,519,"520Ebenezer AnnanBologna, 19, Defender",Ebenezer Annan,19, Defender,,,0(1),24,-,-,-,-,-,42.9,-,-,6.17
520,520,"521Matteo CancellieriVerona, 20, Forward",Matteo Cancellieri,20, Forward,,,1(11),220,1,-,1,-,0.3,69.1,0.3,-,6.17
521,521,"522Ronaldo VieiraSampdoria, 23, DMC",Ronaldo Vieira,23, DMC,,,4(10),489,-,-,3,-,0.1,86.3,0.2,-,6.16
522,522,"523NaniVenezia, 35, M(CLR),FW",Nani,35, M(CLR),FW,,3(7),283,-,1,1,-,0.3,75.7,0.6,-,6.16
523,523,"524Alasanne SidibeAtalanta, 19, Midfielder",Alasanne Sidibe,19, Midfielder,,,0(1),5,-,-,-,-,-,50,-,-,6.16
524,524,"525Tommaso BaldanziEmpoli, 19, Midfielder",Tommaso Baldanzi,19, Midfielder,,,0(1),16,-,-,-,-,-,100,-,-,6.16
525,525,"526Matteo RuggeriSalernitana, 19, M(L)",Matteo Ruggeri,19, M(L),,,8(6),681,-,-,1,-,0.2,70.2,0.6,-,6.16
526,526,"527André AndersonLazio, 22, Midfielder",André Anderson,22, Midfielder,,,0(4),61,-,-,1,-,0.3,82.8,-,-,6.16
527,527,"528Pawel JaroszynskiSalernitana, 27, D(L),M(L)",Pawel Jaroszynski,27, D(L),M(L),,4(9),509,-,-,2,-,0.2,73.7,0.5,-,6.15
528,528,"529Nicola MurruSampdoria, 27, D(L),M(L)",Nicola Murru,27, D(L),M(L),,13(9),987,1,-,5,-,0.1,68.7,0.5,-,6.15
529,529,"530Gabriele ZappaCagliari, 22, D(R),M(R)",Gabriele Zappa,22, D(R),M(R),,11(14),1140,-,-,2,1,0.2,75.9,0.5,-,6.15
530,530,"531HernaniGenoa, 28, M(CL)",Hernani,28, M(CL),,,7(11),681,-,-,-,-,0.6,75.6,0.7,-,6.15
531,531,"532Luka RomeroLazio, 17, Midfielder",Luka Romero,17, Midfielder,,,0(8),77,-,-,-,-,0.1,94.3,-,-,6.15
532,532,"533Kaio JorgeJuventus, 20, FW",Kaio Jorge,20, FW,,,0(9),114,-,-,-,-,0.6,76.3,-,-,6.14
533,533,"534Filippo TerraccianoVerona, 19, Midfielder",Filippo Terracciano,19, Midfielder,,,0(1),6,-,-,-,-,-,100,1,-,6.14
534,534,"535Panagiotis RetsosVerona, 23, D(CLR)",Panagiotis Retsos,23, D(CLR),,,1(4),49,-,-,-,-,-,63.2,-,-,6.14
535,535,"536Aurélien NguiambaSpezia, 23, Midfielder",Aurélien Nguiamba,23, Midfielder,,,0(3),49,-,-,1,-,-,79.4,-,-,6.13
536,536,"537Simone ZazaTorino, 30, FW",Simone Zaza,30, FW,,,0(10),119,-,-,1,-,0.8,77.5,1,-,6.13
537,537,"538Pietro PellegriTorino, 21, FW",Pietro Pellegri,21, FW,,,1(8),210,1,-,1,-,0.6,61.9,1,-,6.12
538,538,"539Raul Moro PrescoliLazio, 19, Forward",Raul Moro Prescoli,19, Forward,,,1(10),194,-,1,-,-,0.2,87.8,-,-,6.12
539,539,"540Edoardo BoveRoma, 20, Midfielder",Edoardo Bove,20, Midfielder,,,0(11),63,1,-,-,-,0.1,84.8,-,-,6.12
540,540,"541Marco BenassiEmpoli, 27, M(CR)",Marco Benassi,27, M(CR),,,3(9),377,-,-,1,-,0.6,72.4,0.6,-,6.12
541,541,"542Roberto PiccoliAtalanta, 21, FW",Roberto Piccoli,21, FW,,,1(11),185,1,-,-,-,0.4,69.8,0.4,-,6.12
542,542,"543Alessandro RussoSalernitana, 18, Midfielder",Alessandro Russo,18, Midfielder,,,0(1),28,-,-,-,-,-,50,-,-,6.12
543,543,"544Axel TuanzebeNapoli, 24, D(CR)",Axel Tuanzebe,24, D(CR),,,0(1),10,-,-,-,-,-,100,-,-,6.12
544,544,"545Bryan ReynoldsRoma, 20, D(R)",Bryan Reynolds,20, D(R),,,0(1),1,-,-,-,-,-,100,-,-,6.12
545,545,"546Francesco CassataGenoa, 24, M(CL)",Francesco Cassata,24, M(CL),,,0(1),6,-,-,-,-,-,-,-,-,6.12
546,546,"547Giorgio CittadiniAtalanta, 20, Defender",Giorgio Cittadini,20, Defender,,,0(2),3,-,-,-,-,-,50,-,-,6.12
547,547,"548Julian KristoffersenSalernitana, 25, Forward",Julian Kristoffersen,25, Forward,,,0(1),6,-,-,-,-,1,100,2,-,6.12
548,548,"549Borja MayoralRoma, 25, FW",Borja Mayoral,25, FW,,,1(4),94,-,-,-,-,0.2,72.2,-,-,6.12
549,549,"550Wajdi KechridaSalernitana, 26, D(R),M(R)",Wajdi Kechrida,26, D(R),M(R),,10(7),948,-,1,-,-,0.4,76.5,0.1,-,6.12
550,550,"551Roberto PiccoliGenoa, 21, FW",Roberto Piccoli,21, FW,,,2(3),215,-,-,-,-,0.4,52.8,2.4,-,6.12
551,551,"552Diego FalcinelliBologna, 30, FW",Diego Falcinelli,30, FW,,,0(6),61,-,-,-,-,0.8,59.1,0.8,-,6.11
552,552,"553Abdou HarrouiSassuolo, 24, DMC,M(R)",Abdou Harroui,24, DMC,M(R),,3(19),439,-,-,2,-,0.6,88.7,0.3,-,6.11
553,553,"554Leonardo MancusoEmpoli, 30, FW",Leonardo Mancuso,30, FW,,,5(3),428,1,-,-,-,1.5,69,0.1,-,6.11
554,554,"555David SchneggVenezia, 23, Defender",David Schnegg,23, Defender,,,2(2),141,-,-,1,-,-,64.2,0.5,-,6.11
555,555,"556Mateusz PraszelikVerona, 21, Midfielder",Mateusz Praszelik,21, Midfielder,,,0(2),23,-,-,-,-,0.5,81.8,-,-,6.11
556,556,"557Eddie SalcedoSpezia, 20, AM(C),FW",Eddie Salcedo,20, AM(C),FW,,5(7),428,-,-,1,-,1.3,72.9,0.9,-,6.1
557,557,"558Sam LammersAtalanta, 25, FW",Sam Lammers,25, FW,,,0(2),37,-,-,-,-,-,60,2,-,6.1
558,558,"559Nicolas ViolaBologna, 32, DMC",Nicolas Viola,32, DMC,,,1(5),100,-,-,-,-,0.2,73.7,0.5,-,6.1
559,559,"560Sydney van HooijdonkBologna, 22, FW",Sydney van Hooijdonk,22, FW,,,0(4),35,-,-,-,-,-,76.5,0.8,-,6.1
560,560,"561Gianluca FrabottaVerona, 22, D(L)",Gianluca Frabotta,22, D(L),,,0(2),18,-,-,-,-,-,42.9,0.5,-,6.1
561,561,"562Marco BenassiFiorentina, 27, M(CR)",Marco Benassi,27, M(CR),,,1(5),157,-,-,1,-,0.5,81.2,0.5,-,6.09
562,562,"563Federico PelusoSassuolo, 38, D(CL),M(L)",Federico Peluso,38, D(CL),M(L),,0(2),9,-,-,-,-,-,100,-,-,6.09
563,563,"564Valerio VerreEmpoli, 28, AM(CL),FW",Valerio Verre,28, AM(CL),FW,,4(4),310,-,1,2,1,1.1,74.7,-,-,6.08
564,564,"565MikaelSalernitana, 23, FW",Mikael,23, FW,,,0(7),77,-,-,-,-,0.4,55.6,0.9,-,6.08
565,565,"566Andrea ContiAC Milan, 28, D(R),M(R)",Andrea Conti,28, D(R),M(R),,0(1),12,-,-,-,-,-,60,-,-,6.08
566,566,"567Tommaso De NipotiAtalanta, 18, Forward",Tommaso De Nipoti,18, Forward,,,0(1),5,-,-,-,-,-,100,1,-,6.08
567,567,"568Brian OddeiSassuolo, 19, Forward",Brian Oddei,19, Forward,,,0(2),7,-,-,-,-,0.5,100,-,-,6.08
568,568,"569Aaron RamseyJuventus, 31, M(CLR)",Aaron Ramsey,31, M(CLR),,,1(2),97,-,-,-,-,-,89.4,-,-,6.07
569,569,"570Issa BahVenezia, 19, Forward",Issa Bah,19, Forward,,,0(1),9,-,-,-,-,-,100,1,-,6.07
570,570,"571Luca StangaAC Milan, 20, Defender",Luca Stanga,20, Defender,,,0(1),2,-,-,-,-,-,100,-,-,6.07
571,571,"572Martín SatrianoInter, 21, FW",Martín Satriano,21, FW,,,0(4),34,-,-,-,-,-,72.7,0.3,-,6.07
572,572,"573Vedat MuriqiLazio, 28, FW",Vedat Muriqi,28, FW,,,1(10),208,-,-,1,-,0.4,65.6,1,-,6.06
573,573,"574Daniele BaselliTorino, 30, M(C)",Daniele Baselli,30, M(C),,,0(6),141,-,-,-,-,0.2,73.8,0.3,-,6.05
574,574,"575Francesco MagnanelliSassuolo, 37, DMC",Francesco Magnanelli,37, DMC,,,2(10),265,-,-,1,-,0.2,89.4,0.3,-,6.05
575,575,"576Stefano SabelliGenoa, 29, D(R),M(R)",Stefano Sabelli,29, D(R),M(R),,5(2),353,-,-,3,-,0.3,63.5,0.4,-,6.05
576,576,"577Leonardo CapezziSalernitana, 27, M(C)",Leonardo Capezzi,27, M(C),,,2(3),175,-,-,-,-,-,81.3,0.2,-,6.05
577,577,"578Ibrahima MbayeBologna, 27, D(LR),M(LR)",Ibrahima Mbaye,27, D(LR),M(LR),,1(5),103,-,-,-,-,-,62.8,0.5,-,6.04
578,578,"579Denis VavroLazio, 26, D(C)",Denis Vavro,26, D(C),,,0(1),7,-,-,-,-,-,100,-,-,6.04
579,579,"580Petar ZovkoSpezia, 20, Goalkeeper",Petar Zovko,20, Goalkeeper,,,1(1),29,-,-,1,-,-,57.1,-,-,6.04
580,580,"581Simone TrimboliSampdoria, 20, Midfielder",Simone Trimboli,20, Midfielder,,,0(5),60,-,-,1,-,-,89.8,0.2,-,6.04
581,581,"582Bjarki BjarkasonVenezia, 22, Midfielder",Bjarki Bjarkason,22, Midfielder,,,0(1),2,-,-,-,-,-,50,-,-,6.03
582,582,"583Gerard YepesSampdoria, 19, Midfielder",Gerard Yepes,19, Midfielder,,,0(4),17,-,-,-,-,-,90.5,-,-,6.03
583,583,"584Valon BehramiGenoa, 37, M(C)",Valon Behrami,37, M(C),,,2(8),306,-,-,3,-,0.1,69.4,-,-,6.03
584,584,"585Valentin MihailaAtalanta, 22, AM(L)",Valentin Mihaila,22, AM(L),,,0(5),73,-,-,-,-,0.2,56.7,0.2,-,6.03
585,585,"586Christian OlivaCagliari, 26, M(C)",Christian Oliva,26, M(C),,,0(4),44,-,-,-,-,-,87.5,-,-,6.03
586,586,"587Diego FariasCagliari, 32, AM(CLR),FW",Diego Farias,32, AM(CLR),FW,,0(4),63,-,-,-,-,0.3,87.5,0.3,-,6.02
587,587,"588Antonio RaimondoBologna, 18, Forward",Antonio Raimondo,18, Forward,,,1,75,-,-,-,-,2,60,-,-,6.02
588,588,"589Arnór SigurdssonVenezia, 23, AM(CLR),FW",Arnór Sigurdsson,23, AM(CLR),FW,,0(9),174,-,-,-,-,0.1,79.6,-,-,6.02
589,589,"590Nicolas GalazziVenezia, 21, Forward",Nicolas Galazzi,21, Forward,,,0(1),17,-,-,-,-,-,100,-,-,6.02
590,590,"591Fabio DepaoliSampdoria, 25, D(R),DMC,M(R)",Fabio Depaoli,25, D(R),DMC,M(R),1(5),108,-,-,1,-,-,63.3,0.2,-,6.02
591,591,"592Maximilian UllmannVenezia, 25, D(L)",Maximilian Ullmann,25, D(L),,,2(3),245,-,-,-,-,-,64.3,0.2,-,6.02
592,592,"593Lys MoussetSalernitana, 26, FW",Lys Mousset,26, FW,,,2(4),159,-,1,2,-,0.3,70.5,-,-,6.02
593,593,"594Ernesto TorregrossaSampdoria, 29, FW",Ernesto Torregrossa,29, FW,,,0(10),107,-,-,1,-,-,73.2,0.3,-,6.02
594,594,"595Aleksander BuksaGenoa, 19, Forward",Aleksander Buksa,19, Forward,,,0(4),62,-,-,-,-,-,33.3,0.8,-,6.02
595,595,"596Magnus WarmingTorino, 21, Forward",Magnus Warming,21, Forward,,,0(4),53,-,-,-,-,-,64.7,0.3,-,6.01
596,596,"597Aleksandr KokorinFiorentina, 31, AM(CLR),FW",Aleksandr Kokorin,31, AM(CLR),FW,,0(6),50,-,-,1,-,-,62.5,0.8,-,6.01
597,597,"598Felipe CaicedoInter, 33, FW",Felipe Caicedo,33, FW,,,0(3),21,-,-,-,-,-,37.5,-,-,6.0
598,598,"599Damir CeterCagliari, 24, Forward",Damir Ceter,24, Forward,,,0(1),5,-,-,-,-,-,50,-,-,6.0
599,599,"600Daniel FuzatoRoma, 24, GK",Daniel Fuzato,24, GK,,,1,1,-,-,-,1,-,-,-,-,6.0
600,600,"601Dimitrios KeramitsisRoma, 17, Defender",Dimitrios Keramitsis,17, Defender,,,0(1),1,-,-,-,-,-,-,-,-,6.0
601,601,"602Edoardo GoldanigaSassuolo, 28, D(CR)",Edoardo Goldaniga,28, D(CR),,,0(1),1,-,-,-,-,-,100,-,-,6.0
602,602,"603Riccardo PinziUdinese, 18, Midfielder",Riccardo Pinzi,18, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.0
603,603,"604Edoardo VerganiSalernitana, 21, Forward",Edoardo Vergani,21, Forward,,,1(5),98,-,-,-,-,-,52,0.2,-,6.0
604,604,"605Christos KourfalidisCagliari, 19, Midfielder",Christos Kourfalidis,19, Midfielder,,,0(2),17,-,-,-,-,0.5,61.5,0.5,-,6.0
605,605,"606Matìas SouléJuventus, 19, Midfielder",Matìas Soulé,19, Midfielder,,,0(2),4,-,-,-,-,1,100,-,-,6.0
606,606,"607Patrick LealVenezia, 19, Midfielder",Patrick Leal,19, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,5.99
607,607,"608Sebastien De MaioUdinese, 35, D(C)",Sebastien De Maio,35, D(C),,,2,180,-,-,-,-,-,74.3,1,-,5.99
608,608,"609Riccardo CalafioriGenoa, 20, Defender",Riccardo Calafiori,20, Defender,,,1(2),81,-,-,1,-,0.3,50,0.3,-,5.99
609,609,"610Cristiano RonaldoJuventus, 37, M(L),FW",Cristiano Ronaldo,37, M(L),FW,,0(1),31,-,-,1,-,1,61.5,-,-,5.98
610,610,"611Giovanni SimeoneCagliari, 26, AM(R),FW",Giovanni Simeone,26, AM(R),FW,,0(1),6,-,-,-,-,-,66.7,-,-,5.98
611,611,"612Luca GaglianoCagliari, 21, Forward",Luca Gagliano,21, Forward,,,0(2),11,-,-,-,-,-,50,-,-,5.98
612,612,"613Filippo Delli CarriSalernitana, 23, Defender",Filippo Delli Carri,23, Defender,,,3(2),334,-,-,1,-,0.8,73.5,0.8,-,5.97
613,613,"614Filippo DistefanoFiorentina, 18, Forward",Filippo Distefano,18, Forward,,,0(1),1,-,-,-,-,-,100,-,-,5.97
614,614,"615Mario PerroneSalernitana, 19, Defender",Mario Perrone,19, Defender,,,0(1),13,-,-,-,-,-,62.5,-,-,5.97
615,615,"616Samuel MrázSpezia, 25, Forward",Samuel Mráz,25, Forward,,,0(2),52,-,-,-,-,0.5,66.7,1,-,5.94
616,616,"617Emil CeïdeSassuolo, 20, Forward",Emil Ceïde,20, Forward,,,0(6),49,-,-,-,-,-,40,0.3,-,5.93
617,617,"618Giovanni CrociataEmpoli, 24, Midfielder",Giovanni Crociata,24, Midfielder,,,0(1),14,-,-,-,-,1,77.8,-,-,5.93
618,618,"619Sebastian GiovincoSampdoria, 35, AM(C),FW",Sebastian Giovinco,35, AM(C),FW,,0(2),37,-,-,-,-,0.5,63.6,-,-,5.93
619,619,"620Andrea FavilliGenoa, 25, FW",Andrea Favilli,25, FW,,,0(1),36,-,-,-,-,-,83.3,-,-,5.92
620,620,"621Samuel Di CarmineVerona, 33, FW",Samuel Di Carmine,33, FW,,,0(1),35,-,-,1,-,1,100,1,-,5.92
621,621,"622Vladyslav SupryahaSampdoria, 22, Forward",Vladyslav Supryaha,22, Forward,,,0(1),23,-,-,-,-,-,75,-,-,5.92
622,622,"623Luka BogdanSalernitana, 26, Defender",Luka Bogdan,26, Defender,,,4(2),396,-,-,-,-,0.3,71.2,1,-,5.92
623,623,"624Nicola RavagliaSampdoria, 33, GK",Nicola Ravaglia,33, GK,,,0(1),4,-,-,-,-,-,50,-,-,5.91
624,624,"625Marley AkéJuventus, 21, Forward",Marley Aké,21, Forward,,,0(4),73,-,-,1,-,-,73.3,0.3,-,5.9
625,625,"626Frédéric VeseliSalernitana, 29, D(CLR)",Frédéric Veseli,29, D(CLR),,,8(1),599,-,-,1,1,0.1,82.5,0.8,-,5.88
626,626,"627Laurens SerpeGenoa, 21, Defender",Laurens Serpe,21, Defender,,,0(1),45,-,-,-,-,-,86.7,-,-,5.87
627,627,"628Martin PalumboJuventus, 20, Midfielder",Martin Palumbo,20, Midfielder,,,0(1),12,-,-,-,-,-,50,-,-,5.86
628,628,"629Luca VignaliSpezia, 26, D(R)",Luca Vignali,26, D(R),,,1(1),85,-,-,-,-,-,85.4,0.5,-,5.86
629,629,"630Vincenzo FiorilloSalernitana, 32, GK",Vincenzo Fiorillo,32, GK,,,1,90,-,-,-,-,-,70.4,1,-,5.7
630,630,"631Ramzi AyaSalernitana, 32, Defender",Ramzi Aya,32, Defender,,,2,136,-,-,1,-,0.5,76.2,-,-,5.31
631,631,"632Gianluca PegoloSassuolo, 41, GK",Gianluca Pegolo,41, GK,,,1,90,-,-,-,-,-,80,-,-,5.0
632,632,"633Ionut RaduInter, 25, GK",Ionut Radu,25, GK,,,1,90,-,-,-,-,-,81,-,-,4.9
